Date,Price,Open,High,Low,Vol.,Change %
"Dec 21, 2020",1901.00,1889.70,1889.70,1889.60,0.01K,-0.30%
"Dec 18, 2020",1906.80,1902.00,1903.50,1902.00,0.01K,-0.05%
"Dec 17, 2020",1907.80,1907.80,1907.90,1904.60,0.18K,1.66%
"Dec 16, 2020",1876.60,1877.90,1877.90,1877.90,0.00K,0.15%
"Dec 15, 2020",1873.80,1849.00,1871.70,1849.00,0.01K,1.24%
"Dec 14, 2020",1850.80,1853.70,1855.90,1853.70,0.00K,-0.58%
"Dec 11, 2020",1861.60,1848.90,1859.50,1836.60,0.05K,0.33%
"Dec 10, 2020",1855.40,1866.30,1866.30,1866.30,0.01K,-0.03%
"Dec 09, 2020",1856.00,1883.10,1883.10,1844.00,0.11K,-1.94%
"Dec 08, 2020",1892.70,1877.00,1886.60,1874.50,0.20K,0.45%
"Dec 07, 2020",1884.20,1884.30,1884.30,1884.30,0.00K,1.38%
"Dec 04, 2020",1858.50,1853.70,1853.70,1853.70,0.00K,0.03%
"Dec 03, 2020",1858.00,1859.60,1862.30,1858.80,0.01K,0.57%
"Dec 02, 2020",1847.50,1848.50,1848.50,1848.50,0.00K,0.54%
"Dec 01, 2020",1837.50,1837.80,1837.80,1837.80,0.00K,2.08%
"Nov 30, 2020",1800.10,1790.00,1790.00,1790.00,0.00K,-0.42%
"Nov 27, 2020",1807.70,1836.70,1836.80,1836.70,0.03K,0.04%
"Nov 26, 2020",1807.00,1806.25,1816.80,1804.20,-,-1.28%
"Nov 25, 2020",1830.40,1835.90,1835.90,1825.00,0.11K,-0.08%
"Nov 24, 2020",1831.90,1826.60,1828.00,1826.60,0.01K,-1.81%
"Nov 23, 2020",1865.60,1850.10,1850.10,1850.10,0.00K,-1.77%
"Nov 20, 2020",1899.20,1889.70,1893.80,1889.70,0.00K,0.58%
"Nov 19, 2020",1888.20,1873.30,1877.50,1870.00,0.17K,-0.62%
"Nov 18, 2020",1900.00,1894.50,1894.50,1894.50,0.06K,-0.72%
"Nov 17, 2020",1913.80,1906.20,1906.20,1903.50,0.11K,-0.20%
"Nov 16, 2020",1917.70,1903.10,1904.70,1903.00,0.00K,-0.06%
"Nov 13, 2020",1918.80,1894.90,1913.90,1894.90,0.13K,0.69%
"Nov 12, 2020",1905.70,1897.50,1897.50,1897.50,0.00K,0.67%
"Nov 11, 2020",1893.10,1886.50,1886.50,1886.50,0.01K,-0.85%
"Nov 10, 2020",1909.40,1900.10,1900.10,1900.10,0.00K,1.19%
"Nov 09, 2020",1886.90,1896.80,1896.80,1896.80,0.02K,-4.95%
"Nov 06, 2020",1985.10,1975.10,1975.10,1975.10,0.00K,0.29%
"Nov 05, 2020",1979.30,1948.40,1968.30,1948.40,0.00K,2.66%
"Nov 04, 2020",1928.00,1936.70,1936.70,1936.70,0.00K,-0.70%
"Nov 03, 2020",1941.50,1912.60,1928.00,1912.60,0.22K,0.91%
"Nov 02, 2020",1924.00,1920.90,1920.90,1920.90,0.00K,0.67%
"Oct 30, 2020",1911.20,1900.50,1900.50,1900.50,0.00K,0.60%
"Oct 29, 2020",1899.80,1907.60,1907.60,1907.60,0.01K,-0.63%
"Oct 28, 2020",1911.80,1909.70,1909.70,1909.70,0.00K,-1.70%
"Oct 27, 2020",1944.90,1921.40,1933.50,1921.40,0.06K,0.31%
"Oct 26, 2020",1938.90,1919.00,1926.10,1919.00,0.06K,0.10%
"Oct 23, 2020",1937.00,1926.30,1926.40,1924.60,0.04K,0.05%
"Oct 22, 2020",1936.00,1940.50,1940.50,1907.60,0.18K,-1.24%
"Oct 21, 2020",1960.40,1925.10,1948.60,1925.10,0.16K,0.72%
"Oct 20, 2020",1946.40,1922.90,1936.60,1921.90,0.11K,0.17%
"Oct 19, 2020",1943.10,1941.90,1941.90,1941.90,0.12K,0.25%
"Oct 16, 2020",1938.30,1934.40,1934.40,1927.50,0.06K,-0.12%
"Oct 15, 2020",1940.70,1923.20,1923.20,1919.20,0.00K,0.04%
"Oct 14, 2020",1939.90,1929.40,1929.40,1926.70,0.25K,0.70%
"Oct 13, 2020",1926.40,1939.90,1939.90,1939.90,0.01K,-1.74%
"Oct 12, 2020",1960.60,1953.50,1957.70,1948.70,0.01K,0.14%
"Oct 09, 2020",1957.90,1930.50,1956.20,1929.50,0.01K,1.58%
"Oct 08, 2020",1927.40,1902.80,1916.20,1899.00,0.00K,0.31%
"Oct 07, 2020",1921.40,1918.10,1918.10,1918.10,0.01K,-0.87%
"Oct 06, 2020",1938.20,1937.20,1942.20,1900.50,0.10K,-0.55%
"Oct 05, 2020",1948.90,1946.50,1946.50,1946.50,0.00K,0.65%
"Oct 02, 2020",1936.30,1929.60,1933.70,1921.30,0.12K,-0.45%
"Oct 01, 2020",1945.10,1927.60,1935.50,1921.20,0.18K,1.07%
"Sep 30, 2020",1924.60,1925.10,1925.10,1925.10,0.00K,-0.39%
"Sep 29, 2020",1932.10,1907.40,1921.20,1907.40,0.05K,1.10%
"Sep 28, 2020",1911.10,1883.70,1905.50,1872.00,0.35K,0.86%
"Sep 25, 2020",1894.80,1885.10,1885.10,1880.00,0.06K,-0.54%
"Sep 24, 2020",1905.00,1879.90,1892.60,1874.70,0.26K,0.41%
"Sep 23, 2020",1897.20,1919.40,1919.40,1919.40,0.01K,-2.11%
"Sep 22, 2020",1938.00,1937.90,1940.50,1925.50,0.09K,-0.13%
"Sep 21, 2020",1940.50,1945.50,1945.50,1945.50,0.00K,-2.60%
"Sep 18, 2020",1992.40,1974.20,1982.00,1973.60,0.08K,0.62%
"Sep 17, 2020",1980.10,1970.80,1974.40,1965.30,0.13K,-1.08%
"Sep 16, 2020",2001.80,1989.10,1997.90,1985.00,0.11K,0.22%
"Sep 15, 2020",1997.50,1986.10,1997.50,1981.00,0.04K,0.13%
"Sep 14, 2020",1995.00,1974.10,1987.80,1972.80,0.12K,0.84%
"Sep 11, 2020",1978.40,1980.00,1980.00,1980.00,0.00K,-0.78%
"Sep 10, 2020",1994.00,1971.10,1991.40,1969.40,0.21K,0.54%
"Sep 09, 2020",1983.30,1952.90,1973.60,1946.40,0.01K,0.56%
"Sep 08, 2020",1972.20,1957.50,1965.90,1938.80,0.88K,1.81%
"Sep 07, 2020",1937.10,1940.70,1947.40,1930.45,-,-0.18%
"Sep 06, 2020",1940.65,1941.90,1944.30,1937.65,-,-1.16%
"Sep 04, 2020",1963.50,1956.60,1959.50,1951.90,0.17K,-0.19%
"Sep 03, 2020",1967.30,1962.00,1969.00,1962.00,0.00K,-0.45%
"Sep 02, 2020",1976.20,1975.80,1975.80,1975.80,0.00K,-1.74%
"Sep 01, 2020",2011.20,2018.60,2018.60,1995.00,0.24K,-0.01%
"Aug 31, 2020",2011.40,1991.10,2002.30,1991.10,0.00K,0.41%
"Aug 28, 2020",2003.20,1990.00,1990.00,1990.00,0.00K,1.92%
"Aug 27, 2020",1965.50,1961.00,1961.00,1961.00,0.00K,-1.09%
"Aug 26, 2020",1987.20,1992.00,1992.00,1992.00,0.00K,1.49%
"Aug 25, 2020",1958.00,1958.30,1958.40,1958.30,0.00K,-0.87%
"Aug 24, 2020",1975.20,1962.50,1979.40,1955.90,0.11K,-0.37%
"Aug 21, 2020",1982.50,1982.30,1982.30,1959.90,0.12K,0.02%
"Aug 20, 2020",1982.10,1968.20,1971.20,1968.20,0.00K,-1.17%
"Aug 19, 2020",2005.50,2005.50,2005.50,2000.60,0.00K,-2.15%
"Aug 18, 2020",2049.60,2055.00,2055.00,2055.00,0.00K,0.74%
"Aug 17, 2020",2034.50,1981.70,2012.30,1971.60,0.11K,2.25%
"Aug 14, 2020",1989.70,2000.00,2000.00,1992.00,0.01K,-1.09%
"Aug 13, 2020",2011.60,1996.10,2001.50,1979.60,0.01K,1.10%
"Aug 12, 2020",1989.80,1992.00,1992.00,1992.00,0.00K,0.02%
"Aug 11, 2020",1989.40,2045.00,2045.00,2030.00,0.01K,-4.64%
"Aug 10, 2020",2086.10,2068.70,2080.00,2065.00,0.09K,0.54%
"Aug 07, 2020",2074.90,2121.70,2121.70,2121.70,0.00K,-1.99%
"Aug 06, 2020",2117.10,2086.70,2115.00,2085.90,0.00K,1.05%
"Aug 05, 2020",2095.20,2098.50,2098.50,2090.50,0.00K,1.47%
"Aug 04, 2020",2064.80,2024.60,2068.40,2018.70,0.39K,1.72%
"Aug 03, 2020",2029.80,2026.90,2040.00,2015.40,0.42K,0.05%
"Jul 31, 2020",2028.80,2005.20,2035.00,2005.20,0.27K,1.01%
"Jul 30, 2020",2008.60,2016.00,2016.00,1988.90,0.03K,-0.51%
"Jul 29, 2020",2018.90,2001.00,2025.00,2001.00,0.00K,0.56%
"Jul 28, 2020",2007.60,2008.10,2028.10,1967.20,0.16K,0.42%
"Jul 27, 2020",1999.30,1964.80,1999.90,1964.80,0.18K,1.61%
"Jul 24, 2020",1967.60,1981.60,1981.60,1981.60,0.00K,0.54%
"Jul 23, 2020",1957.10,1923.30,1945.00,1923.30,0.57K,1.48%
"Jul 22, 2020",1928.50,1909.50,1924.20,1906.40,0.13K,1.46%
"Jul 21, 2020",1900.80,1867.60,1891.30,1867.00,0.14K,1.67%
"Jul 20, 2020",1869.50,1862.00,1862.40,1862.00,0.03K,0.35%
"Jul 17, 2020",1862.90,1840.60,1851.00,1840.10,0.01K,0.37%
"Jul 16, 2020",1856.00,1856.00,1856.00,1856.00,0.03K,-0.82%
"Jul 15, 2020",1871.30,1862.30,1863.10,1854.30,0.10K,-0.01%
"Jul 14, 2020",1871.40,1850.00,1863.90,1850.00,0.06K,-0.10%
"Jul 13, 2020",1873.30,1857.30,1858.30,1857.30,0.10K,0.72%
"Jul 10, 2020",1860.00,1853.70,1853.70,1851.30,0.12K,-0.11%
"Jul 09, 2020",1862.00,1871.90,1871.90,1871.90,0.12K,-0.89%
"Jul 08, 2020",1878.70,1851.80,1867.60,1851.80,0.25K,1.11%
"Jul 07, 2020",1858.10,1833.90,1853.60,1833.90,0.30K,1.17%
"Jul 06, 2020",1836.60,1825.80,1828.60,1825.80,1.74K,2.74%
"Jul 03, 2020",1787.60,1786.90,1788.70,1783.65,-,-2.33%
"Jul 02, 2020",1830.20,1799.00,1821.30,1798.80,0.17K,0.57%
"Jul 01, 2020",1819.90,1830.00,1838.00,1830.00,0.45K,-1.01%
"Jun 30, 2020",1838.40,1816.90,1835.00,1813.90,0.04K,1.13%
"Jun 29, 2020",1817.90,1816.50,1816.50,1811.20,0.09K,0.09%
"Jun 26, 2020",1816.30,1798.20,1814.00,1798.00,0.10K,0.55%
"Jun 25, 2020",1806.30,1800.00,1800.00,1800.00,0.05K,-0.23%
"Jun 24, 2020",1810.50,1806.50,1806.50,1806.50,0.30K,-0.25%
"Jun 23, 2020",1815.00,1803.00,1803.00,1803.00,0.26K,0.83%
"Jun 22, 2020",1800.10,1787.00,1798.40,1783.10,0.07K,0.69%
"Jun 19, 2020",1787.70,1767.00,1786.90,1761.80,0.52K,1.14%
"Jun 18, 2020",1767.50,1775.00,1775.00,1762.30,0.08K,-0.32%
"Jun 17, 2020",1773.20,1768.20,1768.20,1768.20,0.02K,-0.05%
"Jun 16, 2020",1774.00,1770.00,1770.00,1770.00,0.20K,0.56%
"Jun 15, 2020",1764.20,1770.30,1770.30,1760.00,0.02K,-0.54%
"Jun 12, 2020",1773.70,1780.40,1780.50,1780.40,0.56K,-0.18%
"Jun 11, 2020",1776.90,1784.10,1786.40,1762.30,0.81K,1.00%
"Jun 10, 2020",1759.30,1760.90,1760.90,1753.30,0.00K,-0.09%
"Jun 09, 2020",1760.80,1755.20,1757.60,1755.20,0.54K,0.94%
"Jun 08, 2020",1744.40,1739.40,1739.40,1739.40,0.05K,1.31%
"Jun 05, 2020",1721.90,1741.70,1741.70,1704.60,0.11K,-2.44%
"Jun 04, 2020",1764.90,1747.60,1752.00,1747.60,0.16K,1.54%
"Jun 03, 2020",1738.10,1760.00,1760.00,1727.50,0.45K,-1.54%
"Jun 02, 2020",1765.20,1774.50,1775.30,1774.50,0.11K,-0.78%
"Jun 01, 2020",1779.00,1775.50,1775.50,1772.80,0.06K,0.02%
"May 29, 2020",1778.70,1748.20,1771.50,1748.20,0.11K,1.34%
"May 28, 2020",1755.20,1748.80,1757.30,1748.80,0.18K,0.31%
"May 27, 2020",1749.80,1725.00,1727.40,1722.50,0.01K,0.06%
"May 26, 2020",1748.80,1762.90,1764.00,1762.90,0.08K,1.26%
"May 25, 2020",1727.00,1730.55,1731.35,1719.25,-,-0.21%
"May 24, 2020",1730.65,1735.45,1735.90,1729.80,-,-2.49%
"May 22, 2020",1774.90,1773.50,1773.50,1771.90,0.47K,0.82%
"May 21, 2020",1760.50,1780.10,1780.10,1753.60,0.15K,-1.76%
"May 20, 2020",1792.10,1784.00,1791.20,1784.00,0.08K,0.39%
"May 19, 2020",1785.10,1784.20,1784.20,1784.20,0.00K,0.71%
"May 18, 2020",1772.60,1795.40,1795.40,1795.40,0.14K,-0.99%
"May 15, 2020",1790.40,1776.20,1781.50,1776.20,0.45K,0.90%
"May 14, 2020",1774.40,1747.10,1747.10,1747.10,0.00K,1.38%
"May 13, 2020",1750.30,1729.10,1750.30,1729.10,0.01K,0.49%
"May 12, 2020",1741.70,1733.20,1734.50,1731.90,0.01K,0.42%
"May 11, 2020",1734.40,1727.70,1734.20,1714.20,0.05K,-0.91%
"May 08, 2020",1750.30,1747.80,1747.80,1747.80,0.00K,-0.61%
"May 07, 2020",1761.10,1718.90,1722.80,1718.50,0.05K,2.29%
"May 06, 2020",1721.70,1728.40,1728.40,1713.00,0.01K,-1.27%
"May 05, 2020",1743.80,1725.80,1739.10,1725.80,0.40K,0.16%
"May 04, 2020",1741.00,1729.10,1729.10,1725.70,0.03K,1.16%
"May 01, 2020",1721.10,1720.10,1720.10,1720.10,0.01K,0.46%
"Apr 30, 2020",1713.20,1706.40,1706.40,1706.40,0.05K,-0.99%
"Apr 29, 2020",1730.30,1727.60,1744.10,1727.60,0.01K,-0.48%
"Apr 28, 2020",1738.70,1731.80,1740.00,1712.70,3.06K,-0.01%
"Apr 27, 2020",1738.80,1746.70,1753.00,1726.80,0.13K,-0.58%
"Apr 24, 2020",1748.90,1759.00,1759.00,1745.00,0.00K,-0.51%
"Apr 23, 2020",1757.80,1753.10,1762.20,1753.10,0.00K,0.46%
"Apr 22, 2020",1749.80,1709.50,1709.50,1709.50,0.01K,3.04%
"Apr 21, 2020",1698.20,1722.20,1722.20,1679.60,0.08K,-1.34%
"Apr 20, 2020",1721.30,1715.60,1715.60,1715.60,0.00K,0.73%
"Apr 17, 2020",1708.90,1717.80,1717.80,1717.80,0.02K,-1.94%
"Apr 16, 2020",1742.70,1766.50,1766.50,1766.50,0.00K,-0.50%
"Apr 15, 2020",1751.50,1760.70,1762.70,1736.40,0.00K,-1.42%
"Apr 14, 2020",1776.80,1779.10,1779.10,1776.50,0.01K,0.50%
"Apr 13, 2020",1767.90,1732.50,1758.00,1732.50,0.03K,1.57%
"Apr 10, 2020",1740.60,1740.60,1740.60,1740.60,-,-1.03%
"Apr 09, 2020",1758.70,1747.50,1747.50,1747.50,0.00K,4.11%
"Apr 08, 2020",1689.30,1690.10,1690.10,1690.10,0.02K,-0.01%
"Apr 07, 2020",1689.40,1688.80,1688.80,1688.80,0.02K,-0.62%
"Apr 06, 2020",1700.00,1685.30,1688.60,1685.30,0.00K,2.77%
"Apr 03, 2020",1654.10,1639.00,1651.50,1625.30,0.14K,0.45%
"Apr 02, 2020",1646.70,1636.40,1636.40,1636.40,0.29K,2.82%
"Apr 01, 2020",1601.60,1594.40,1594.40,1594.40,0.18K,-0.32%
"Mar 31, 2020",1606.70,1625.30,1625.30,1625.30,0.06K,-2.82%
"Mar 30, 2020",1653.30,1646.90,1646.90,1646.90,0.10K,-0.46%
"Mar 27, 2020",1661.00,1647.10,1647.10,1647.10,0.27K,-0.44%
"Mar 26, 2020",1668.30,1674.30,1674.30,1659.40,0.01K,1.79%
"Mar 25, 2020",1639.00,1650.90,1656.60,1650.50,0.06K,-1.81%
"Mar 24, 2020",1669.20,1594.60,1653.50,1594.60,0.03K,5.09%
"Mar 23, 2020",1588.30,1514.60,1572.80,1502.60,0.01K,5.79%
"Mar 20, 2020",1501.40,1515.80,1515.80,1515.80,0.01K,0.28%
"Mar 19, 2020",1497.20,1496.60,1508.00,1476.90,0.01K,0.17%
"Mar 18, 2020",1494.60,1520.60,1520.60,1502.30,0.32K,-3.02%
"Mar 17, 2020",1541.10,1504.50,1561.50,1476.30,0.01K,2.74%
"Mar 16, 2020",1500.00,1485.00,1503.00,1485.00,0.01K,-2.10%
"Mar 13, 2020",1532.20,1591.00,1591.00,1529.30,0.10K,-4.62%
"Mar 12, 2020",1606.50,1654.30,1654.30,1581.50,0.01K,-3.12%
"Mar 11, 2020",1658.30,1670.00,1670.00,1653.10,0.03K,-1.09%
"Mar 10, 2020",1676.60,1675.90,1675.90,1662.10,0.19K,-0.88%
"Mar 09, 2020",1691.50,1709.90,1710.10,1672.90,0.13K,-0.01%
"Mar 06, 2020",1691.60,1696.00,1703.60,1686.30,0.07K,0.07%
"Mar 05, 2020",1690.50,1655.70,1671.00,1655.20,0.18K,1.42%
"Mar 04, 2020",1666.90,1664.20,1664.50,1664.20,0.22K,-0.19%
"Mar 03, 2020",1670.00,1606.50,1663.80,1606.50,0.06K,3.05%
"Mar 02, 2020",1620.60,1602.50,1624.30,1600.20,0.25K,1.50%
"Feb 28, 2020",1596.60,1595.20,1617.80,1595.20,0.56K,-4.76%
"Feb 27, 2020",1676.40,1679.00,1684.40,1670.00,0.01K,-0.11%
"Feb 26, 2020",1678.20,1677.60,1677.60,1677.60,0.02K,-0.49%
"Feb 25, 2020",1686.40,1681.00,1683.60,1681.00,0.54K,-1.58%
"Feb 24, 2020",1713.50,1707.40,1707.40,1707.40,0.02K,1.61%
"Feb 21, 2020",1686.30,1672.30,1678.10,1672.30,0.08K,1.71%
"Feb 20, 2020",1658.00,1641.40,1651.90,1641.40,0.12K,0.52%
"Feb 19, 2020",1649.50,1639.80,1641.40,1636.20,0.04K,0.51%
"Feb 18, 2020",1641.10,1617.30,1634.80,1617.30,0.07K,3.41%
"Feb 17, 2020",1587.05,1586.15,1588.45,1581.85,-,0.05%
"Feb 16, 2020",1586.25,1585.50,1586.25,1583.45,-,-2.33%
"Feb 14, 2020",1624.10,1601.00,1608.40,1597.30,0.03K,0.44%
"Feb 13, 2020",1617.00,1607.90,1608.10,1607.90,0.00K,0.45%
"Feb 12, 2020",1609.80,1590.80,1593.90,1587.50,2.05K,0.06%
"Feb 11, 2020",1608.80,1606.70,1606.90,1606.70,0.00K,-0.58%
"Feb 10, 2020",1618.20,1606.70,1606.70,1606.70,0.00K,0.33%
"Feb 07, 2020",1612.80,1591.00,1598.30,1588.40,0.00K,0.21%
"Feb 06, 2020",1609.50,1580.70,1592.40,1579.30,0.07K,0.46%
"Feb 05, 2020",1602.20,1579.40,1587.00,1573.00,2.05K,0.45%
"Feb 04, 2020",1595.00,1602.30,1602.30,1576.00,0.03K,-1.60%
"Feb 03, 2020",1621.00,1606.00,1606.00,1606.00,0.00K,-0.31%
"Jan 31, 2020",1626.10,1599.70,1615.30,1597.70,0.00K,-0.07%
"Jan 30, 2020",1627.30,1601.60,1612.00,1599.00,0.03K,0.79%
"Jan 29, 2020",1614.50,1594.50,1603.60,1589.30,0.03K,0.08%
"Jan 28, 2020",1613.20,1606.70,1607.10,1593.40,10.91K,-0.47%
"Jan 27, 2020",1620.80,1616.80,1617.80,1616.80,0.00K,0.33%
"Jan 24, 2020",1615.40,1595.00,1609.50,1595.00,0.05K,0.44%
"Jan 23, 2020",1608.30,1585.00,1593.50,1580.10,1.75K,0.54%
"Jan 22, 2020",1599.70,1583.10,1585.50,1577.60,0.07K,-0.08%
"Jan 21, 2020",1601.00,1595.00,1595.00,1595.00,0.00K,2.55%
"Jan 20, 2020",1561.25,1557.20,1562.70,1556.65,-,0.27%
"Jan 19, 2020",1557.05,1557.40,1559.05,1556.45,-,-2.89%
"Jan 17, 2020",1603.40,1578.60,1588.00,1577.10,1.54K,0.65%
"Jan 16, 2020",1593.00,1580.40,1583.40,1575.00,0.03K,-0.23%
"Jan 15, 2020",1596.60,1587.80,1587.80,1587.80,0.00K,0.57%
"Jan 14, 2020",1587.50,1573.20,1573.90,1563.40,1.76K,-0.39%
"Jan 13, 2020",1593.70,1586.80,1586.80,1574.90,2.70K,-0.60%
"Jan 10, 2020",1603.30,1577.60,1589.60,1574.10,0.11K,0.34%
"Jan 09, 2020",1597.80,1583.00,1587.50,1570.20,1.43K,-0.37%
"Jan 08, 2020",1603.80,1612.60,1638.40,1612.60,0.02K,-0.92%
"Jan 07, 2020",1618.70,1602.60,1602.60,1602.60,0.07K,0.33%
"Jan 06, 2020",1613.30,1608.20,1612.40,1600.30,0.01K,1.06%
"Jan 03, 2020",1596.40,1591.00,1592.10,1588.60,0.41K,1.55%
"Jan 02, 2020",1572.10,1548.70,1559.50,1548.20,1.25K,3.36%
"Jan 01, 2020",1520.95,1520.85,1523.95,1520.85,-,-2.98%
"Dec 31, 2019",1567.60,1546.70,1555.00,1546.40,0.67K,0.34%
"Dec 30, 2019",1562.30,1543.90,1545.50,1540.10,0.46K,0.07%
"Dec 27, 2019",1561.20,1540.70,1545.00,1540.00,0.29K,0.26%
"Dec 26, 2019",1557.10,1544.20,1544.20,1544.20,0.00K,3.53%
"Dec 25, 2019",1504.05,1504.40,1504.40,1502.15,-,-2.80%
"Dec 24, 2019",1547.30,1518.60,1530.10,1518.60,0.45K,1.05%
"Dec 23, 2019",1531.20,1510.70,1514.90,1510.70,0.39K,0.53%
"Dec 20, 2019",1523.10,1515.80,1515.80,1515.80,0.00K,-0.23%
"Dec 19, 2019",1526.60,1505.40,1510.40,1503.50,0.57K,0.37%
"Dec 18, 2019",1521.00,1506.40,1508.50,1501.70,1.56K,-0.16%
"Dec 17, 2019",1523.50,1505.80,1510.00,1505.00,0.21K,0.02%
"Dec 16, 2019",1523.20,1505.40,1509.40,1503.90,0.42K,0.01%
"Dec 13, 2019",1523.00,1493.00,1507.90,1493.00,0.47K,0.62%
"Dec 12, 2019",1513.60,1511.20,1514.00,1494.10,0.17K,-0.15%
"Dec 11, 2019",1515.80,1500.00,1507.00,1497.50,0.14K,0.46%
"Dec 10, 2019",1508.90,1490.60,1496.00,1489.70,0.14K,0.22%
"Dec 09, 2019",1505.60,1493.20,1493.20,1489.40,0.30K,0.09%
"Dec 06, 2019",1504.20,1509.60,1509.60,1497.20,0.01K,-1.15%
"Dec 05, 2019",1521.70,1513.80,1513.80,1513.80,0.00K,0.20%
"Dec 04, 2019",1518.70,1515.90,1515.90,1515.90,0.00K,-0.27%
"Dec 03, 2019",1522.80,1491.10,1510.30,1491.10,0.45K,1.03%
"Dec 02, 2019",1507.30,1494.00,1495.30,1485.00,0.17K,-0.23%
"Nov 29, 2019",1510.70,1488.00,1495.40,1484.20,0.19K,3.31%
"Nov 28, 2019",1462.25,1463.25,1464.55,1460.75,-,-2.42%
"Nov 27, 2019",1498.50,1489.20,1490.20,1483.90,0.22K,-0.41%
"Nov 26, 2019",1504.70,1484.30,1492.00,1481.00,0.31K,0.19%
"Nov 25, 2019",1501.80,1490.90,1492.00,1485.20,0.94K,-0.41%
"Nov 22, 2019",1508.00,1497.70,1502.30,1492.00,0.70K,0.03%
"Nov 21, 2019",1507.60,1505.50,1505.70,1494.00,0.49K,-0.69%
"Nov 20, 2019",1518.10,1505.50,1509.20,1498.00,0.69K,-0.07%
"Nov 19, 2019",1519.20,1511.50,1511.50,1511.50,0.00K,0.15%
"Nov 18, 2019",1516.90,1498.40,1502.80,1488.80,0.82K,0.22%
"Nov 15, 2019",1513.60,1496.30,1499.90,1495.90,0.07K,-0.32%
"Nov 14, 2019",1518.50,1495.10,1504.70,1494.80,0.84K,0.66%
"Nov 13, 2019",1508.50,1489.90,1498.10,1489.90,0.74K,0.66%
"Nov 12, 2019",1498.60,1487.80,1488.50,1480.00,0.93K,-0.25%
"Nov 11, 2019",1502.30,1494.00,1494.00,1480.10,0.73K,-0.54%
"Nov 08, 2019",1510.40,1500.50,1503.00,1488.80,0.35K,-0.09%
"Nov 07, 2019",1511.70,1510.00,1510.00,1510.00,0.00K,-1.67%
"Nov 06, 2019",1537.40,1534.70,1534.70,1534.70,0.00K,0.62%
"Nov 05, 2019",1528.00,1522.80,1522.80,1522.80,0.00K,-1.72%
"Nov 04, 2019",1554.80,1544.80,1544.80,1541.00,0.83K,0.03%
"Nov 01, 2019",1554.40,1542.10,1545.00,1538.00,0.20K,-0.16%
"Oct 31, 2019",1556.90,1527.00,1545.00,1527.00,0.17K,1.14%
"Oct 30, 2019",1539.40,1520.80,1526.50,1513.20,1.90K,0.38%
"Oct 29, 2019",1533.50,1524.20,1524.20,1515.50,0.22K,-0.34%
"Oct 28, 2019",1538.70,1552.00,1552.00,1552.00,0.00K,-0.58%
"Oct 25, 2019",1547.70,1548.80,1556.70,1548.80,0.00K,0.10%
"Oct 24, 2019",1546.20,1524.30,1534.70,1522.00,0.28K,0.59%
"Oct 23, 2019",1537.10,1522.00,1526.10,1522.00,0.03K,0.54%
"Oct 22, 2019",1528.80,1517.30,1519.00,1515.00,0.01K,-0.03%
"Oct 21, 2019",1529.30,1524.90,1524.90,1515.00,0.11K,-0.37%
"Oct 18, 2019",1535.00,1526.10,1526.10,1519.50,0.16K,-0.31%
"Oct 17, 2019",1539.80,1519.90,1527.60,1519.90,0.21K,0.29%
"Oct 16, 2019",1535.40,1515.50,1522.20,1510.00,0.20K,0.68%
"Oct 15, 2019",1525.10,1522.90,1524.50,1513.00,0.23K,-0.91%
"Oct 14, 2019",1539.10,1529.00,1530.00,1524.40,0.03K,0.61%
"Oct 11, 2019",1529.80,1533.70,1534.60,1508.00,1.04K,-0.72%
"Oct 10, 2019",1540.90,1548.00,1548.00,1526.00,0.13K,-0.73%
"Oct 09, 2019",1552.30,1539.70,1543.00,1535.00,0.43K,0.60%
"Oct 08, 2019",1543.10,1524.20,1540.00,1522.60,0.43K,-0.04%
"Oct 07, 2019",1543.70,1538.90,1538.90,1522.20,0.16K,-0.53%
"Oct 04, 2019",1551.90,1541.30,1541.30,1530.20,0.07K,-0.04%
"Oct 03, 2019",1552.50,1536.80,1551.80,1535.20,0.00K,0.23%
"Oct 02, 2019",1549.00,1512.80,1536.30,1509.90,0.00K,1.23%
"Oct 01, 2019",1530.20,1502.60,1520.00,1499.00,0.00K,1.04%
"Sep 30, 2019",1514.50,1533.00,1533.00,1500.10,0.51K,-2.18%
"Sep 27, 2019",1548.30,1538.30,1538.30,1525.70,0.17K,-0.26%
"Sep 26, 2019",1552.30,1538.90,1547.00,1538.00,0.25K,0.19%
"Sep 25, 2019",1549.30,1572.00,1572.00,1539.10,0.25K,-1.78%
"Sep 24, 2019",1577.40,1560.10,1573.00,1554.90,0.51K,0.54%
"Sep 23, 2019",1568.90,1556.60,1562.50,1556.60,0.02K,1.05%
"Sep 20, 2019",1552.60,1537.80,1553.50,1537.80,0.10K,0.61%
"Sep 19, 2019",1543.20,1528.80,1540.40,1528.80,0.16K,-0.62%
"Sep 18, 2019",1552.90,1538.90,1549.00,1530.40,0.50K,0.13%
"Sep 17, 2019",1550.90,1538.80,1542.30,1538.80,0.01K,0.12%
"Sep 16, 2019",1549.10,1542.60,1546.50,1536.40,0.69K,0.77%
"Sep 13, 2019",1537.30,1543.40,1543.40,1525.60,0.18K,-0.44%
"Sep 12, 2019",1544.10,1530.40,1558.60,1530.40,0.41K,0.38%
"Sep 11, 2019",1538.30,1528.80,1534.40,1528.80,0.04K,0.28%
"Sep 10, 2019",1534.00,1531.90,1532.60,1524.90,0.16K,-0.74%
